rank,title,studio,lifetime_gross,year
4825,suspectzero,Par.,8725813,2004
4826,johncarpentersghostsofmars,SGem,8709640,2001
4827,ifyoucouldseewhatihear,JenF,8693512,1982
4828,mischief,Fox,8692426,1985
4829,cleanandsober,WB,8674093,1988
4830,onceuponacrime,MGM,8669847,1992
4831,bingo,TriS,8667684,1991
4832,mylifeinruins,FoxS,8665206,2009
4833,thepuppetmasters,BV,8647042,1994
4834,themanwithoneredshoe,Fox,8645411,1985
4835,thatwasthenthisisnow,Par.,8630068,1985
4836,secretadmirer,Orion,8622757,1985
4837,manhunter,DEG,8620929,1986
4838,alldogsgotoheaven,MGM,8620678,1996
4839,thebounty,Orion,8613462,1984
4840,urattleandhum,Par.,8600823,1988
4841,boattrip,Art.,8600126,2003
4842,pollock,SPC,8598593,2000
4843,anunfinishedlife,Mira.,8586392,2005
4844,deathatafuneral,MGM,8580428,2007
4845,thelostcityofz,BST,8580410,2017
4846,highspirits,TriS,8578231,1988
4847,strangebrew,MGM,8571374,1983
4848,leprechaun,Trim.,8556940,1993
4849,bluevelvet,DEG,8551228,1986
4850,lesinvasionsbarbares,All.,8544975,2003
4851,therichmanswife,BV,8543587,1996
4852,thecarebearsmovie,Col.,8540346,1986
4853,withoutaclue,Orion,8539181,1988
4854,skipatrol,Triu,8533973,1990
4855,thebigbrawl,WB,8527743,1980
4856,macgruber,Uni.,8525600,2010
4857,thequietones,LGF,8509867,2014
4858,troopbeverlyhills,Col.,8508843,1989
4859,stick,Uni.,8489518,1985
4860,nothingbuttrouble,WB,8479793,1991
4861,wiseguys,MGM,8475466,1986
4862,legendsofozdorothysreturn,CE,8462027,2014
4863,tendermercies,Uni.,8443124,1983
4864,bebeskids,Par.,8442162,1992
4865,playittothebone,BV,8434146,1999
4866,,Gold.,8430492,1984
4867,theawakening,WB,8415112,1980
4868,amy,A24,8413144,2015
4869,pushingtin,Fox,8408835,1999
4870,drgiggles,Uni.,8403433,1992
4871,sexdrive,Sum.,8402485,2008
4872,twiceinalifetime,Bud,8402424,1985
4873,somethingwickedthiswaycomes,BV,8400000,1983
4874,meteor,AIP,8400000,1979
4875,theimportanceofbeingearnest,Mira.,8384929,2002
4876,thelasttemptationofchrist,Uni.,8373585,1988
4877,smoke,Mira.,8367636,1995
4878,deathtosmoochy,WB,8364691,2002
4879,turboapowerrangersmovie,Fox,8363899,1997
4880,somethingwild,Orion,8362969,1986
4881,twindragons,Mira.,8359717,1999
4882,mrjones,TriS,8345845,1993
4883,mylifeasadog,Skou,8345266,1987
4884,asimplewish,Uni.,8345056,1997
4885,returntoparadise,Poly,8341087,1998
4886,tenaciousdinthepickofdestiny,NL,8334575,2006
4887,theman,NL,8330720,2005
4888,lipstick,Par.,8328666,1976
4889,mandelalongwalktofreedom,Wein.,8323085,2013
4890,largerthanlife,MGM,8315693,1996
4891,johnnyenglishreborn,Uni.,8305970,2011
4892,theloveletter,DW,8302478,1999
4893,shadowofthevampire,Lions,8293784,2000
4894,thecooler,Lions,8291572,2003
4895,reckless,MGM,8289916,1984
4896,thefishthatsavedpittsburgh,MGM,8281246,1979
4897,deadlyblessing,MGM,8279042,1981
4898,allaboutmymother,SPC,8272296,1999
4899,earlyman,LGF,8267544,2018
4900,crybaby,Uni.,8266343,1990
4901,satisfaction,Fox,8253123,1988
4902,christophercolumbusthediscovery,WB,8251071,1992
4903,theblob,TriS,8247943,1988
4904,talltale,BV,8247627,1995
4905,thepromise,ORF,8224288,2017
4906,sidneysheldonsbloodline,Par.,8218695,1979
4907,bluesteel,MGM,8217997,1990
4908,blackrobe,Gold.,8211952,1991
4909,whoselifeisitanyway,MGM,8206145,1981
4910,lucas,Fox,8200000,1986
4911,cadillacrecords,Sony,8195551,2008
4912,bajrangibhaijaan,Eros,8178001,2015
4913,nickoftime,Par.,8175346,1995
4914,firestorm,Fox,8165212,1998
4915,cheetah,BV,8153677,1989
4916,deepstarsix,TriS,8143225,1989
4917,funnyaboutlove,Par.,8141292,1990
4918,codenamethecleaner,NL,8135024,2007
4919,deltafarce,LGF,8130530,2007
4920,deadbang,WB,8125592,1989
4921,princeofthecity,WB,8124257,1981
4922,madhotballroom,ParC,8117961,2005
4923,hoot,NL,8117637,2006
4924,theroad,W/Dim.,8117000,2009
4925,beforemidnight,SPC,8114627,2013
4926,dirtyprettythings,Mira.,8112414,2003
4927,inherentvice,WB,8110975,2014
4928,acureforwellness,Fox,8106986,2017
4929,thephiladelphiaexperiment,NW,8103330,1984
4930,fresh,Mira.,8094616,1994
4931,theshootist,Par.,8091910,1976
4932,streetsoffire,Uni.,8089290,1984
4933,connieandcarla,Uni.,8085771,2004
4934,theadventuresofbaronmunchausen,Col.,8083123,1989
4935,mygiant,Sony,8072007,1998
4936,bella,RAtt.,8070537,2007
4937,woo,NL,8064972,1998
4938,thepaintedveil,WIP,8060487,2006
4939,punisherwarzone,LGF,8050977,2008
4940,thedeathofstalin,IFC,8041828,2018
4941,aspenextreme,BV,8041049,1993
4942,deadringers,Fox,8038508,1988
4943,theicestorm,FoxS,8038061,1997
4944,hauntedhoneymoon,Orion,8033397,1986
4945,dhoom,Yash,8031955,2013
4946,thetexaschainsawmassacre,Can.,8025872,1986
4947,jerusalem,NGE,8020721,2013
4948,pirateradio,Focus,8017917,2009
4949,themeteorman,MGM,8016708,1993
4950,dragonballzresurrectionf,FUN,8008363,2015
4951,thegreatwhitehype,Fox,8008255,1996
4952,machetekills,ORF,8008161,2013
4953,blackhat,Uni.,8005980,2015
4954,thewildlife,LG/S,8005586,2016
4955,nightcrossing,BV,8000000,1982
4956,dazedandconfused,Gram.,7993039,1993
4957,thepiratemovie,Fox,7983086,1982
4958,strangedays,Fox,7959291,1995
4959,blankman,Col.,7941977,1994
4960,athousandacres,BV,7936780,1997
4961,americanhotwax,Par.,7932571,1978
4962,unstrungheroes,BV,7929434,1995
4963,thechase,Fox,7924955,1994
4964,bushwhacked,Fox,7919823,1995
4965,arbitrage,RAtt.,7919574,2012
4966,miracleatstanna,BV,7919117,2008
4967,thebrinksjob,Uni.,7909950,1978
4968,sanju,FIP,7909317,2018
4969,justthewayyouare,MGM,7889694,1984
4970,teenwolftoo,Atl,7888703,1987
4971,thefunhouse,Uni.,7886857,1981
4972,thespacebetweenus,STX,7885294,2017
4973,cityofember,Fox,7873007,2008
4974,trumbo,BST,7857741,2015
4975,daryl,Par.,7840873,1985
4976,fatalinstinct,MGM,7839327,1993
4977,thenightlistener,Mira.,7836393,2006
4978,hoopdreams,FL,7830611,1994
4979,thelittledrummergirl,WB,7828841,1984
4980,deadcalm,WB,7825009,1989
4981,serialmom,Sav.,7820688,1994
4982,slither,Uni.,7802450,2006
4983,inbruges,Focus,7800824,2008
4984,houseii,NW,7800000,1987
4985,vampireacademy,Wein.,7791979,2014
4986,thebestoftimes,Uni.,7790931,1986
4987,iflookscouldkill,WB,7788597,1991
4988,badwords,Focus,7779614,2014
4989,sirens,Mira.,7770731,1994
4990,enemiesalovestory,Fox,7754571,1989
4991,loving,Focus,7751969,2016
4992,thereturn,Rog.,7749851,2006
4993,thebeastwithin,MGM,7742572,1982
4994,beingjulia,SPC,7739049,2004
4995,unsane,BST,7732899,2018
4996,survivingthegame,NL,7727256,1994
4997,thecookthethiefhiswifeandherlover,Mira.,7724701,1990
4998,disorganizedcrime,BV,7723506,1989
4999,anewlife,Par.,7721852,1988
5000,expellednointelligenceallowed,RM,7720487,2008
5001,tupacresurrection,Par.,7718961,2003
5002,dolphinsandwhalestribesoftheoceand,3D,7714996,2008
5003,thecollector,Free,7712114,2009
5004,kevinhartlaughatmypain,Code,7706436,2011
5005,mrmrsbridge,Mira.,7698010,1990
5006,mortdecai,LGF,7696134,2015
5007,sarahskey,Wein.,7693187,2011
5008,theimaginariumofdoctorparnassus,SPC,7689607,2009
5009,runawaytrain,Can.,7683620,1985
5010,strictlybusiness,WB,7683267,1991
5011,hemanandsherainthesecretofthesword,Atl,7660857,1985
5012,theorder,Fox,7660806,2003
5013,fatso,Fox,7653061,1980
5014,theprisonerofzenda,Uni.,7650600,1979
5015,thegirlwhoplayedwithfire,MBox,7638241,2010
5016,journeytothesouthpacific,Imax,7638075,2013
5017,quicksilver,Col.,7634909,1986
5018,ninjathedomination,Can.,7610785,1984
5019,losingisaiah,Par.,7603766,1995
5020,promisedland,Focus,7597898,2012
5021,whilewereyoung,A24,7587485,2015
5022,sprung,Trim.,7575028,1997
5023,krippendorfstribe,BV,7571115,1998
5024,cityofgod,Mira.,7564459,2003
5025,hackers,MGM,7563728,1995
5026,overherdeadbody,NL,7563670,2008
5027,intothenight,Uni.,7562164,1985
5028,thejerkyboys,BV,7557877,1995
5029,elcantante,PicH,7556712,2007
5030,wanteddeadoralive,NW,7555000,1987
5031,proof,Mira.,7535331,2005
5032,damage,NL,7532911,1992
5033,thecurseofthejadescorpion,DW,7517191,2001
5034,theamazingpandaadventure,WB,7506759,1995
5035,themanwhowasntthere,USA,7504257,2001
5036,nothingliketheholidays,Over.,7503736,2008
5037,martianchild,NL,7500310,2007
5038,thesugarlandexpress,Uni.,7500000,1974
5039,howtobeatthehighcostofliving,Film,7500000,1980
5040,howtobecomeadetective,Film,7500000,1980
5041,agatha,WB,7500000,1979
5042,iknowwhokilledme,Sony,7498716,2007
5043,thetriptobountiful,Isld,7491903,1985
5044,itrunsinthefamily,MGM,7491839,2003
5045,foxes,MGM,7470348,1980
5046,cyrus,FoxS,7468936,2010
5047,stealinghome,WB,7467504,1988
5048,takingwoodstock,Focus,7460204,2009
5049,agoodyear,Fox,7459300,2006
5050,illseeyouinmydreams,BST,7449681,2015
5051,goinsouth,Par.,7435671,1978
5052,harleydavidsonandthemarlboroman,MGM,7434726,1991
5053,maximumoverdrive,DEG,7433663,1986
5054,doogal,Wein.,7417319,2006
5055,kids,Mira.,7412216,1995
5056,clifford,Orion,7408745,1994
5057,tex,BV,7400000,1982
5058,ironweed,TriS,7393346,1987
5059,paranoia,Rela.,7385015,2013
5060,thesquidandthewhale,IDP,7372734,2005
5061,thecondemned,LGF,7371706,2007
5062,witchboard,PEC,7369373,1986
5063,cleanslate,MGM,7355425,1994
5064,thecrucible,Fox,7343114,1996
5065,iceman,Uni.,7343032,1984
5066,wildamerica,WB,7342923,1997
5067,alice,Orion,7331647,1990
5068,kingofthegypsies,Par.,7325177,1978
5069,babies,Focus,7320323,2010
5070,bones,NL,7316658,2001
5071,vertigo,Par.,7311013,1958
5072,mississippimasala,Gold.,7308786,1992
5073,sarafina,BV,7306242,1992
5074,whosthatgirl,WB,7305209,1987
5075,outsideprovidence,Mira.,7302522,1999
5076,wildheartscantbebroken,BV,7294835,1991
5077,eatdrinkmanwoman,Gold.,7294403,1994
5078,theforsaken,SGem,7288451,2001
5079,lorenzosoil,Uni.,7286388,1993
5080,phantasmii,Uni.,7282851,1988
5081,shessolovely,Mira.,7281450,1997
5082,runlolarun,SPC,7267585,1999
5083,bigtrouble,BV,7267307,2002
5084,barcelona,FL,7266973,1994
5085,searchingforbobbyfischer,Par.,7266383,1993
5086,buddybuddy,MGM,7258543,1981
5087,friendswithkids,RAtt.,7251073,2012
5088,baps,NL,7246735,1997
5089,offlimits,Fox,7242035,1988
5090,rush,MGM,7241350,1991
5091,themissionary,Col.,7241180,1982
5092,johnnyhandsome,TriS,7237794,1989
5093,lettherebelight,ADC,7233471,2017
5094,zeusandroxanne,MGM,7233324,1997
5095,forcefromnavarone,AIP,7230000,1978
5096,gold,Wein.,7227038,2017
5097,allthekingsmen,Sony,7221458,2006
5098,mulhollanddrive,Uni.,7220243,2001
5099,thebigredone,MGM,7206220,1980
5100,thebigyear,Fox,7204138,2011
5101,transylvania,NW,7196872,1985
5102,encounterintherddimension,NWav,7195792,1999
5103,thegreeninferno,BH Tilt,7192291,2015
5104,americandreamz,Uni.,7191830,2006
5105,conquestofparadise,Par.,7191399,1992
5106,paradisealley,Uni.,7185518,1978
5107,north,Col.,7182747,1994
5108,womenonthevergeofanervousbreakdown,OrionC,7179298,1988
5109,theboywhocouldfly,Fox,7177431,1986
5110,tomidnight,MGM,7175592,1983
5111,thehoax,Mira.,7164995,2007
5112,theorphanage,PicH,7161284,2007
5113,thenameoftherose,Fox,7153487,1986
5114,deargod,Par.,7138523,1996
5115,shesgottahaveit,Isld,7137502,1986
5116,iamnotyournegro,Magn.,7123919,2017
5117,hardbodies,Col.,7121719,1984
5118,beatrizatdinner,RAtt.,7115854,2017
5119,silence,Par.,7100177,2016
5120,whereeaglesdare,MGM,7100000,1969
5121,aseparation,SPC,7099055,2011
5122,thebadnewsbearsgotojapan,Par.,7092495,1978
5123,beforethedevilknowsyouredead,Think,7084227,2007
5124,seekingafriendfortheendoftheworld,Focus,7078738,2012
5125,trapped,Sony,7073251,2002
5126,howshemove,ParV,7070641,2008
5127,quills,FoxS,7065332,2000
5128,thestuntman,Fox,7063886,1980
5129,phatgirlz,FoxS,7061128,2006
5130,pride,LGF,7057600,2007
5131,alphabetcity,Atl,7035585,1984
5132,housearrest,MGM,7032782,1996
5133,starkid,Trim.,7029025,1998
5134,turistas,FoxA,7027762,2006
5135,threewishes,Sav.,7027517,1995
5136,screwed,Uni.,7027345,2000
5137,baseketball,Uni.,7027290,1998
5138,bug,LGF,7025810,2007
5139,kissingjessicastein,FoxS,7025722,2002
5140,lastofthedogmen,Sav.,7024389,1995
5141,runningwithscissors,Sony,7022827,2006
5142,hidingout,DEG,7019441,1987
5143,blacknativity,FoxS,7018189,2013
5144,anamericancarol,Viv.,7013191,2008
5145,crossover,Sony,7009668,2006
5146,internationalvelvet,MGM,7009238,1978
5147,thetripletsofbelleville,SPC,7007149,2003
5148,ourbrandiscrisis,WB,7002261,2015
5149,buenavistasocialclub,Art.,7002182,1999
5150,catpeople,Uni.,7000000,1982
5151,fearless,WB,6995302,1993
5152,relentless,NL,6985999,1989
5153,childrenofthecornii,Mira.,6980986,1993
5154,grandma,SPC,6980524,2015
5155,trialbyjury,WB,6971777,1994
5156,ioughttobeinpictures,Fox,6968359,1982
5157,shagthemovie,Hemd,6957975,1989
5158,lacageauxfolles,MGM,6950125,1981
5159,suburbancommando,NL,6948859,1991
5160,redsonja,MGM,6948633,1985
5161,bluecity,Par.,6947787,1986
5162,sexybeast,FoxS,6946056,2001
5163,stateandmain,FL,6944471,2000
5164,almostanangel,Par.,6939946,1990
5165,theweddingbanquet,Gold.,6933459,1993
5166,takemehometonight,Rela.,6928068,2011
5167,acryinthedark,WB,6908797,1988
5168,birthofthedragon,BH Tilt,6901965,2017
5169,shutin,EC,6900335,2016
5170,theamateur,Fox,6892098,1982
5171,willard,NL,6886089,2003
5172,redline,Chic.,6881022,2007
5173,thunderbirds,Uni.,6880917,2004
5174,deathwishthecrackdown,Can.,6880310,1987
5175,womanthouartloosed,Magn.,6879730,2004
5176,thebrothersgrimsby,Sony,6874837,2016
5177,cedarrapids,FoxS,6861102,2011
5178,nevertalktostrangers,Sony,6858261,1995
5179,romanticcomedy,MGM,6857733,1983
5180,runningscared,NL,6855137,2006
5181,thespectacularnow,A24,6854611,2013
5182,cigarettes,Par.,6852450,1999
5183,thecollection,LD,6842058,2012
5184,exittoeden,Sav.,6841570,1994
5185,thepopeofgreenwichvillage,MGM,6836201,1984
5186,moonlightmile,BV,6835856,2002
5187,panther,Gram.,6834525,1995
5188,mixednuts,Sony,6821850,1994
5189,thechipmunkadventure,Gold.,6804312,1987
5190,trickortreat,DEG,6797218,1986
5191,fannyandalexander,Emb,6783304,1983
5192,conviction,FoxS,6783129,2010
5193,inthevalleyofelah,WIP,6777741,2007
5194,runaway,TriS,6770587,1984
5195,ladiesinlavender,IDP,6765081,2005
5196,meandearlandthedyinggirl,FoxS,6758416,2015
5197,caughtup,Live,6754958,1998
5198,theyoungblackstallion,BV,6751389,2003
5199,seraphinunhommeetsonpeche,All.,6749187,2002
5200,smokesignals,Mira.,6745362,1998
5201,themambokings,WB,6742168,1992
5202,amour,SPC,6739492,2012
5203,fortress,Mira.,6739141,1993
5204,baahubalithebeginning,BSC,6738000,2015
5205,weeks,MGM,6735922,1986
5206,lovingvincent,Good Deed,6735118,2017
5207,towncountry,NL,6719973,2001
5208,americanhistoryx,NL,6719864,1998
5209,hotelartemis,Global Road,6708147,2018
5210,rogerandme,WB,6706368,1989
5211,thesnowman,Uni.,6700035,2017
5212,deltaforceoperationstranglehold,MGM,6698361,1990
5213,uturn,Sony,6682098,1997
5214,thecloset,Mira.,6678894,2001
5215,hairspray,NL,6671108,1988
5216,cityisland,Anch.,6671036,2010
5217,nightmares,Uni.,6670680,1983
5218,sixweeks,Uni.,6668025,1982
5219,thegoldenseal,Gold.,6666725,1983
5220,forcedvengeance,MGM,6660333,1982
5221,wherethebuffaloroam,Uni.,6659377,1980
5222,idreamedofafrica,Sony,6651522,2000
5223,swingshift,WB,6650206,1984
5224,freshhorses,Col.,6640346,1988
5225,blackmoonrising,NW,6637565,1986
5226,spidermanmeninblackii,Sony,6632970,2002
5227,femmefatale,WB,6630252,2002
5228,thesavages,FoxS,6623082,2007
5229,thegongshowmovie,Uni.,6621520,1980
5230,thelaststation,SPC,6617867,2010
5231,thehunted,Uni.,6609661,1995
5232,bestofthebestii,Fox,6608687,1993
5233,brideandprejudice,Mira.,6605592,2005
5234,thegrandmaster,Wein.,6594959,2013
5235,millions,FoxS,6584159,2005
5236,onceuponaforest,Fox,6582052,1993
5237,strangewilderness,ParC,6575282,2008
5238,curseofthegoldenflower,SPC,6566773,2006
5239,herecomethelittles,Atl,6565359,1985
5240,theroadtowellville,Sony,6562513,1994
5241,bajiraomastani,Eros,6557047,2015
5242,lostandfound,WB,6552255,1999
5243,therazorsedge,Col.,6551987,1984
5244,idiots,Relbig.,6532874,2009
5245,therulesofattraction,Lions,6532619,2002
5246,wintersbone,RAtt.,6531503,2010
5247,mariafullofgrace,FL,6529624,2004
5248,warriorsofvirtue,MGM,6524620,1997
5249,averylongengagement,WIP,6524389,2004
5250,bluecollar,Uni.,6521083,1978
5251,dogdays,LD,6507242,2018
5252,switchback,Par.,6492660,1997
5253,teacherspet,BV,6491969,2004
5254,theyoungmessiah,Focus,6490401,2016
5255,thebigbounce,WB,6489476,2004
5256,flashback,Par.,6488114,1990
5257,theostermanweekend,Fox,6486797,1983
5258,littleboy,ORF,6485961,2015
5259,therealmccoy,Uni.,6484246,1993
5260,star,WB,6472990,1983
5261,mightyaphrodite,Mira.,6468498,1995
5262,allthemarbles,MGM,6468195,1981
5263,thelastunicorn,JenF,6455330,1982
5264,godsandmonsters,Lions,6451628,1998
5265,hottotrot,WB,6436211,1988
5266,bridesheadrevisited,Mira.,6432256,2008
5267,macandme,Orion,6424112,1988
5268,samekindofdifferentasme,PFR,6423605,2017
5269,thetemp,Par.,6419876,1993
5270,waitingforsuperman,ParV,6417135,2010
5271,defenseless,NL,6413375,1991
5272,therocker,Fox,6409528,2008
5273,justbetweenfriends,Orion,6408791,1986
5274,sixdegreesofseparation,MGM,6405918,1993
5275,myownprivateidaho,FL,6401336,1991
5276,eyewitness,Fox,6400000,1981
5277,mostwanted,NL,6391946,1997
5278,thesecretintheireyes,SPC,6391436,2010
5279,cantinflas,LGF,6382924,2014
5280,postgrad,Fox,6380019,2009
5281,thearistocrats,Think,6377461,2005
5282,hydeparkonhudson,Focus,6376145,2012
5283,article,Orion,6375979,1992
5284,itskindofafunnystory,Focus,6363628,2010
5285,thestingii,Uni.,6347072,1983
5286,motelhell,MGM,6342668,1980
5287,theunholy,Vest,6337299,1988
5288,amityvilled,Orion,6333135,1983
5289,affliction,Lions,6330054,1998
5290,joekidd,Uni.,6330000,1972
5291,thesoldier,Emb,6328816,1982
5292,girlsjustwanttohavefun,NW,6326051,1985
5293,littlemissmarker,Uni.,6321392,1980
5294,beyondthesea,Lions,6318709,2004
5295,southsidewithyou,RAtt.,6304223,2016
5296,thejacket,WIP,6303762,2005
5297,lowriders,BH Tilt,6303560,2017
5298,whatplanetareyoufrom,Sony,6291602,2000
5299,thegodsmustbecrazyii,Col.,6291444,1990
5300,onenightatmccools,USA,6290673,2001
5301,impostor,Mira.,6285176,2002
5302,ramblingrose,NL,6266621,1991
5303,thehouseofthespirits,Mira.,6265311,1994
5304,nightinthelifeofjimmyreardon,Fox,6264058,1988
5305,musicbox,TriS,6263883,1989
5306,allislost,RAtt.,6263670,2013
5307,dick,Sony,6262878,1999
5308,theadventuresofbuckaroobanzai,Fox,6254148,1984
5309,mamboitaliano,Equin.,6253026,2003
5310,firstborn,Par.,6250994,1984
5311,widowspeak,FL,6243722,1994
5312,ghostworld,MGM,6217849,2001
5313,ohheavenlydog,Fox,6216067,1980
5314,topsyturvy,USA,6208548,1999
5315,believe,ORF,6206566,2013
5316,thestraightstory,BV,6203044,1999
5317,nightandthecity,Fox,6202756,1992
5318,croupier,TSG,6201143,2000
5319,sultan,Yash,6200000,2016
5320,rabbitprooffence,Mira.,6199600,2002
5321,braddockmissinginactioniii,Can.,6193901,1988
5322,nowhereinafrica,Zeit.,6180200,2003
5323,tellnoone,MBox,6177192,2008
5324,americathon,MGM,6171763,1979
5325,maudie,SPC,6170998,2017
5326,mysterydate,Orion,6166819,1991
5327,thesecretofroaninish,First,6159269,1995
5328,uhf,Orion,6157157,1989
5329,bartonfink,Fox,6153939,1991
5330,chainedheat,JenF,6149983,1983
5331,plenty,Fox,6148000,1985
5332,almostheroes,WB,6136856,1998
5333,folks,Fox,6132924,1992
5334,chasingpapi,Fox,6130049,2003
5335,theborder,Uni.,6118683,1982
5336,thehurricaneheist,ENTMP,6115825,2018
5337,cocobeforechanel,SPC,6113834,2009
5338,kulltheconqueror,Uni.,6112613,1997
5339,shortcuts,FL,6110979,1993
5340,evilunderthesun,Uni.,6110000,1982
5341,theinterview,Sony,6105175,2014
5342,everyday,Orion,6102076,2018
5343,searexdjourneytoaprehistoricworld,3D,6096582,2010
5344,rustlersrhapsody,Par.,6090497,1985
5345,grandmasboy,Fox,6090172,2006
5346,gigli,SonR,6087542,2003
5347,deuceswild,MGM,6080065,2002
5348,assassination,Can.,6075793,1987
5349,heavenhelpus,MGM,6070794,1985
5350,mendontleave,WB,6070725,1990
5351,justgettingstarted,BG,6069605,2017
5352,partners,Par.,6062898,1982
5353,shirleyvalentine,Par.,6056912,1989
5354,thewayofthegun,Art.,6055661,2000
5355,megiddotheomegacodeii,8X,6047691,2001
5356,meetthemormons,Purd.,6047363,2014
5357,racingwiththemoon,Par.,6045647,1984
5358,foolish,Art.,6033999,1999
5359,afinemess,Col.,6029824,1986
5360,golddiggerssecretofbearmountain,Uni.,6029091,1995
5361,trappedinparadise,Fox,6017509,1994
5362,thewalkingdead,Sav.,6014341,1995
5363,running,Uni.,6012556,1979
5364,thecemetaryclub,BV,6011745,1993
5365,americansplendor,FL,6010990,2003
5366,hitchcock,FoxS,6008677,2012
5367,runfatboyrun,PicH,6003262,2008
5368,thedivingbellandthebutterfly,Mira.,6003227,2007
5369,chasingmavericks,Fox,6002756,2012
5370,theloft,ORF,6002684,2015
5371,thesessions,FoxS,6002451,2012
5372,beyondthelimit,Par.,5997566,1983
5373,lightitup,Fox,5985690,1999
5374,theboxer,Uni.,5980578,1997
5375,stillofthenight,MGM,5979947,1982
5376,thehunger,MGM,5979292,1983
5377,,Atl,5979011,1988
